catId;catName;catParent;catPosition;catIsProductCatalogueEnabled
85888;S8500 Wave;435;69;false
108675;Wave 3;435;70;false
108674;Wave Y;435;71;false
5015;Inne modele;435;72;false
251962;Doładowania;441;0;false
251963;Startery;441;1;false
28282;Krótkofalówki i Walkie-talkie;446;0;false
5054;Sprzęt CB;446;1;false
5061;Sprzęt krótkofalarski;446;2;false
28275;Sprzęt profesjonalny;446;3;false
28283;Pozostałe;446;4;false
3648;Klasery;451;0;false
3649;Pozostałe;451;1;false
4863;Bluetooth;455;0;false
4862;Przewodowe;455;1;false
4861;Pozostałe;455;2;false
46802;Maxcom;456;0;false
15950;Motorola;456;1;false
15948;Panasonic;456;2;false
15951;Philips;456;3;false
15949;Sagem;456;4;false
15947;Siemens;456;5;false
63276;Swissvoice;456;6;false
63275;Topcom;456;7;false
15946;Inne marki;456;8;false
15952;Uszkodzone;456;9;false
77914;Acer;491;0;false
77915;Apple;491;1;false
77916;Asus;491;2;false
77917;Dell;491;3;false
77918;Fujitsu;491;4;false
77919;HP, Compaq;491;5;false
77920;IBM, Lenovo;491;6;false
77921;MSI;491;7;false
100138;Packard Bell;491;8;false
77922;Samsung;491;9;false
77923;Sony;491;10;false
77924;Toshiba;491;11;false
4180;Uszkodzone;491;12;false
4181;Pozostałe;491;13;false
4687;Chłodzenie i tuning;497;0;false
4690;Dodatki do płyt CD/DVD;497;1;false
77766;GSM;497;2;false
4689;Kable, taśmy, przedłużacze;497;3;false
77770;Karty miniPCI, miniPCIe;497;4;false
77771;Karty PCMCIA i ExpressCard;497;5;false
77780;Podstawki chłodzące;497;6;false
4691;Przejściówki, śledzie;497;7;false
125642;Przetwornice;497;8;false
77781;Stacje dokujące;497;9;false
77885;Stoliki pod laptopa;497;10;false
77782;Torby, pokrowce;497;11;false
505;Inne akcesoria;497;12;false
77887;Akcesoria GPS;505;0;false
77889;Lampki USB;505;1;false
77888;Skórki na laptopa;505;2;false
77886;Pozostałe;505;3;false
3689;Czasopisma;507;0;false
3686;Katalogi;507;1;false
3687;Katalogi aukcyjne;507;2;false
3688;Książki;507;3;false
55196;Foldery i ulotki;507;4;false
3685;Pozostałe;507;5;false
68632;Akcesoria meblowe;522;0;false
1510;Kuchnia;522;1;false
1513;Pracownia;522;2;false
1514;Przedpokój;522;3;false
1515;Salon;522;4;false
568;Sypialnia;522;5;false
1511;Łazienka i toaleta;522;6;false
251021;Pokój dziecięcy;522;7;false
251022;Pokój młodzieżowy;522;8;false
251023;Piwnica/garaż;522;9;false
527;Pozostałe;522;10;false
27000;Balerinki;531;0;false
55201;Bokserki;531;1;false
55202;Botki;531;2;false
148422;Creepersy;531;3;false
5543;Czółenka;531;4;false
10783;Domowe;531;5;false
55203;Glany;531;6;false
55204;Kalosze;531;7;false
10782;Klapki;531;8;false
5541;Kozaki;531;9;false
147417;Mokasyny;531;10;false
5542;Półbuty;531;11;false
5540;Sandały;531;12;false
5545;Sportowe;531;13;false
97557;Śniegowce;531;14;false
87981;Tenisówki;531;15;false
55205;Trekkingowe;531;16;false
5544;Pozostałe;531;17;false
15587;Domowe;532;0;false
55206;Glany;532;1;false
70085;Kalosze;532;2;false
19913;Klapki;532;3;false
97555;Kowbojki;532;4;false
147418;Mokasyny;532;5;false
5547;Półbuty;532;6;false
19912;Sandały;532;7;false
5546;Sportowe;532;8;false
97556;Śniegowce;532;9;false
251128;Tenisówki;532;10;false
55207;Trekkingowe;532;11;false
5549;Pozostałe;532;12;false
78133;Kalesony;538;0;false
5524;Kąpielówki;538;1;false
112532;Majtki;538;2;false
15573;Piżamy;538;3;false
5522;Podkoszulki;538;4;false
5523;Skarpetki;538;5;false
54008;Szlafroki;538;6;false
5525;Pozostałe;538;7;false
20291;Komody i toaletki;568;0;false
68645;Komplety mebli;568;1;false
20290;Łóżka;568;2;false
68646;Szuflady pod łóżko;568;3;false
20292;Materace;568;4;false
251018;Skrzynie;568;5;false
251017;Stelaże;568;6;false
20294;Szafki nocne;568;7;false
20293;Szafy;568;8;false
251019;Meble na wymiar;568;9;false
20289;Pozostałe;568;10;false
18026;Betonomieszarki;589;0;false
18028;Chłodnie;589;1;false
18027;Ciągniki siodłowe;589;2;false
18029;Cysterny;589;3;false
97858;Do zabudowy;589;4;false
18030;Dźwigi samochodowe;589;5;false
18031;Izotermy;589;6;false
18032;Podnośniki koszowe;589;7;false
18033;Skrzynie;589;8;false
18034;Skrzynie z plandeką;589;9;false
18035;Wymienne nadwozia;589;10;false
18036;Wywrotki;589;11;false
14686;Pozostałe;589;12;false
8647;Avia;590;0;false
8648;Citroen;590;1;false
146922;Dacia;590;2;false
14681;Daewoo/Lublin;590;3;false
18039;DAF;590;4;false
8649;Fiat;590;5;false
8650;Ford;590;6;false
18040;Gaz;590;7;false
14675;Hyundai;590;8;false
249622;Isuzu;590;9;false
8651;Iveco;590;10;false
14680;Kia;590;11;false
57959;LDV;590;12;false
14684;Mazda;590;13;false
8652;Mercedes-Benz;590;14;false
14679;Mitsubishi;590;15;false
14677;Nissan;590;16;false
8653;Nysa;590;17;false
14676;Opel;590;18;false
8654;Peugeot;590;19;false
8655;Polonez;590;20;false
8656;Renault;590;21;false
14678;Seat;590;22;false
14683;Skoda;590;23;false
14682;Toyota;590;24;false
8657;Volkswagen;590;25;false
8658;Żuk;590;26;false
8646;Pozostałe;590;27;false
18984;Amerykańskie;594;0;false
18985;Angielskie;594;1;false
18986;Czechosłowackie;594;2;false
18987;Francuskie;594;3;false
18988;Niemieckie;594;4;false
18989;Polskie;594;5;false
18990;Radzieckie;594;6;false
18991;Szwedzkie;594;7;false
19408;Włoskie;594;8;false
18430;Pozostałe;594;9;false
18689;Chłodzenie silnika;620;0;false
4094;Części karoserii;620;1;false
49236;Filtry;620;2;false
18730;Koła, felgi;620;3;false
49183;Ogrzewanie, wentylacja, klimatyzacja;620;4;false
623;Oświetlenie;620;5;false
50821;Silniki i osprzęt;620;6;false
8695;Tuning mechaniczny;620;7;false
4141;Układ elektryczny, zapłon;620;8;false
18834;Układ hamulcowy;620;9;false
250842;Układ kierowniczy;620;10;false
50863;Układ napędowy;620;11;false
18844;Układ paliwowy;620;12;false
18862;Układ wydechowy;620;13;false
8683;Układ zawieszenia;620;14;false
254179;Wycieraczki i spryskiwacze;620;15;false
622;Wyposażenie wnętrza;620;16;false
1114;Zabytkowe;620;17;false
629;Pozostałe;620;18;false
18886;Deski rozdzielcze, konsole;622;0;false
250282;Elementy mocujące;622;1;false
8682;Fotele, kanapy;622;2;false
18887;Gałki zmiany biegów;622;3;false
4133;Kierownice;622;4;false
250222;Klamki wewnętrzne;622;5;false
252814;Korbki szyb;622;6;false
147885;Kratki nawiewu;622;7;false
4134;Liczniki, zegary;622;8;false
18888;Lusterka wewnętrzne;622;9;false
18889;Mechanizmy opuszczania szyb;622;10;false
18890;Mieszki ochronne;622;11;false
250553;Nawigacje GPS fabryczne;622;12;false
250224;Osłony przeciwsłoneczne;622;13;false
250302;Osłony, zaślepki;622;14;false
18891;Oświetlenie kabiny;622;15;false
18892;Panele sterowania, przełączniki;622;16;false
18894;Pasy bezpieczeństwa;622;17;false
250243;Pedały;622;18;false
18893;Podłokietniki;622;19;false
18895;Podsufitki;622;20;false
18896;Poduszki powietrzne;622;21;false
250223;Popielniczki;622;22;false
18897;Półki tylne;622;23;false
18898;Rolety bagażnika;622;24;false
250242;Schowki, półki;622;25;false
250547;Sprzęt audio fabryczny;622;26;false
49182;Tachografy;622;27;false
18899;Tapicerki samochodowe;622;28;false
250285;Uchwyty fabryczne;622;29;false
18900;Zagłówki;622;30;false
18901;Zapalniczki samochodowe;622;31;false
4132;Pozostałe;622;32;false
18799;Halogeny;623;0;false
4136;Kierunkowskazy;623;1;false
18798;Lampki obrysowe;623;2;false
18800;Lampki tablicy rejestracyjnej;623;3;false
147082;Lampy do jazdy dziennej DRL;623;4;false
49255;Lampy ostrzegawcze, koguty;623;5;false
4138;Lampy przednie;623;6;false
4137;Lampy tylne;623;7;false
18801;Przetwornice;623;8;false
18802;Silniczki regulacji;623;9;false
18803;Światła Stop;623;10;false
4140;Żarówki;623;11;false
4135;Pozostałe;623;12;false
3690;Broń;691;0;false
940;Dokumenty;691;1;false
1116;Guziki wojskowe;691;2;false
3741;Naszywki;691;3;false
3733;Odznaczenia;691;4;false
3705;Odznaki;691;5;false
3717;Paramilitarne;691;6;false
12068;Rycerstwo;691;7;false
12083;Umundurowanie i Wyposażenie;691;8;false
74253;Wykrywacze metali;691;9;false
1084;Zdjęcia;691;10;false
3724;Literatura;691;11;false
694;Pozostałe;691;12;false
67156;Akcesoria montażowe;709;0;false
14167;Anteny;709;1;false
85172;Elementy wygłuszające;709;2;false
1322;Głośniki;709;3;false
73150;Kondensatory, filtry;709;4;false
1306;Panele i etui;709;5;false
20175;Panele LCD/TV;709;6;false
5191;Piloty i joysticki;709;7;false
14174;Procesory dźwięku;709;8;false
712;Radioodtwarzacze;709;9;false
14172;Transmitery;709;10;false
714;Wzmacniacze;709;11;false
715;Zmieniarki CD;709;12;false
14184;Uszkodzone;709;13;false
5192;Literatura i instrukcje;709;14;false
12;Pozostałe;709;15;false
5185;CD;712;0;false
5186;CD/MP3;712;1;false
5188;Kasetowe;712;2;false
5187;MiniDisc;712;3;false
20178;Video/DVD;712;4;false
49142;Akcesoria;712;5;false
20189;Uszkodzone;712;6;false
5189;Pozostałe;712;7;false
20204;Alpine;714;0;false
52553;Audison;714;1;false
20206;Blaupunkt;714;2;false
20205;Boschmann;714;3;false
51759;Carpower;714;4;false
73143;Clarion;714;5;false
52554;Crunch;714;6;false
73144;DLS;714;7;false
73145;Ground Zero;714;8;false
73146;Harman Kardon;714;9;false
52555;Helix;714;10;false
73147;Hertz;714;11;false
52556;Hifonics;714;12;false
20207;Infinity;714;13;false
20208;JBL;714;14;false
20209;Kenwood;714;15;false
51760;Lanzar;714;16;false
20210;Magnat;714;17;false
20211;Pioneer;714;18;false
20212;Rockford;714;19;false
73148;Sinuslive;714;20;false
20213;Sony;714;21;false
52557;Steg;714;22;false
73149;u-Dimension;714;23;false
20203;Inni producenci;714;24;false
20215;Uszkodzone;714;25;false
8778;Alpine;715;0;false
8779;Blaupunkt;715;1;false
14183;Clarion;715;2;false
8780;JVC;715;3;false
8781;Kenwood;715;4;false
8784;Panasonic;715;5;false
8782;Pioneer;715;6;false
8783;Sony;715;7;false
14182;Fabryczne;715;8;false
8777;Inni producenci;715;9;false
252972;Abonamenty;717;0;false
125350;Akcesoria do telewizorów;717;1;false
49143;Części i podzespoły;717;2;false
21;Magnetowidy i taśmy;717;3;false
127362;Maskownice;717;4;false
14213;Nadajniki TV;717;5;false
1303;Nagrywarki DVD/HDD;717;6;false
51761;Odtwarzacze Blu-ray;717;7;false
337;Odtwarzacze DVD;717;8;false
67191;Odtwarzacze HDD i multimedialne;717;9;false
5111;Projektory;717;10;false
14216;Sprzęt naziemny;717;11;false
14215;Stoliki, uchwyty, półki;717;12;false
5119;Telewizja przemysłowa;717;13;false
5120;Telewizory;717;14;false
727;Zestawy kina domowego;717;15;false
5125;Uszkodzone;717;16;false
5126;Literatura i instrukcje;717;17;false
724;Pozostałe;717;18;false
27432;Denon;727;0;false
49165;Harman Kardon;727;1;false
27434;JVC;727;2;false
27424;LG;727;3;false
27431;Marantz;727;4;false
27427;Onkyo;727;5;false
27428;Panasonic;727;6;false
27429;Philips;727;7;false
27426;Pioneer;727;8;false
27425;Samsung;727;9;false
27433;Sony;727;10;false
27430;Yamaha;727;11;false
27435;Inni producenci;727;12;false
47501;Bonsai;776;0;false
12922;Bulwy, cebulki, kłącza;776;1;false
99745;Drzewa i krzewy iglaste;776;2;false
99754;Drzewa i krzewy liściaste;776;3;false
12920;Nasiona;776;4;false
99730;Rośliny owocowe;776;5;false
99806;Byliny ozdobne;776;6;false
99831;Rośliny jednoroczne i dwuletnie;776;7;false
99818;Rośliny pnące;776;8;false
16022;Rośliny pokojowe;776;9;false
99826;Rośliny skalne;776;10;false
16644;Rośliny wodne;776;11;false
99816;Róże;776;12;false
99817;Trawy;776;13;false
99828;Zioła;776;14;false
12919;Pozostałe;776;15;false
20078;Gramofony;778;0;false
20079;Maty;778;1;false
76335;Przedwzmacniacze gramofonowe;778;2;false
20080;Wkładki i igły;778;3;false
76334;Akcesoria;778;4;false
20081;Części zamienne;778;5;false
28315;Afganistan;885;0;false
93811;Bangladesz;885;1;false
93813;Bhutan;885;2;false
93812;Birma;885;3;false
28314;Chiny;885;4;false
93814;Filipiny;885;5;false
28316;Indie;885;6;false
28318;Indonezja;885;7;false
28319;Irak;885;8;false
28320;Iran;885;9;false
93815;Izrael;885;10;false
93816;Jemen;885;11;false
93817;Jordania;885;12;false
93818;Kambodża;885;13;false
28321;Korea;885;14;false
93819;Kuwejt;885;15;false
93820;Laos;885;16;false
93821;Liban;885;17;false
93822;Malediwy;885;18;false
93823;Malezja;885;19;false
28322;Mongolia;885;20;false
28323;Nepal;885;21;false
28324;Pakistan;885;22;false
28325;Republiki/Kraje byłego ZSRR;885;23;false
93824;Syria;885;24;false
28326;Tajlandia;885;25;false
93825;Wietnam;885;26;false
28327;Zestawy;885;27;false
28328;Pozostałe;885;28;false
28301;Ameryka Łacińska;886;0;false
28300;Kanada;886;1;false
28299;Karaiby;886;2;false
28298;USA;886;3;false
28302;Zestawy;886;4;false
28303;Pozostałe;886;5;false
957;Butelki;953;0;false
955;Etykiety;953;1;false
93533;Gadżety piwne;953;2;false
956;Kapsle i porcelanki;953;3;false
17999;Kufle;953;4;false
3571;Otwieracze do butelek;953;5;false
954;Podstawki;953;6;false
18000;Pokale;953;7;false
53676;Puszki;953;8;false
318;Pozostałe;953;9;false
12395;Polskie;954;0;false
12396;Zagraniczne;954;1;false
12393;Polskie;955;0;false
12394;Zagraniczne;955;1;false
12201;Kapsle;956;0;false
12202;Porcelanki;956;1;false
93828;Gorzelnictwo;1003;0;false
93829;Piwowarstwo;1003;1;false
93835;Winiarstwo;1003;2;false
93831;Butelki;1003;3;false
99876;Esencje, zaprawki;1003;4;false
93832;Kieliszki;1003;5;false
93833;Korki;1003;6;false
93834;Korkociągi;1003;7;false
93836;Piersiówki;1003;8;false
93838;Pudełka i skrzynki;1003;9;false
93839;Stojaki;1003;10;false
93827;Zestawy;1003;11;false
93826;Pozostałe;1003;12;false
1056;Ameryka Pn.;1052;0;false
1055;Europa;1052;1;false
1054;Polska;1052;2;false
1057;Weksle, czeki;1052;3;false
47932;Kartki zaopatrzeniowe;1052;4;false
14919;Losy loteryjne;1052;5;false
13348;Polisy i ubezpieczenia;1052;6;false
1058;Pozostałe;1052;7;false
93798;Burundi;1059;0;false
28345;Egipt;1059;1;false
254199;Erytrea;1059;2;false
254200;Gambia;1059;3;false
254202;Ghana;1059;4;false
93799;Gwinea;1059;5;false
93800;Kenia;1059;6;false
28357;Kongo;1059;7;false
28346;Libia;1059;8;false
28347;Madagaskar;1059;9;false
93801;Malawi;1059;10;false
93803;Mauritius;1059;11;false
28348;Mozambik;1059;12;false
28349;Nigeria;1059;13;false
254201;Rwanda;1059;14;false
28350;Sudan;1059;15;false
93805;Uganda;1059;16;false
28351;Zair;1059;17;false
28352;Zambia;1059;18;false
254198;Zimbabwe;1059;19;false
28353;Zestawy;1059;20;false
28354;Pozostałe;1059;21;false
3590;Figurki;1061;0;false
1063;Kolej, dioramy, makiety;1061;1;false
1064;Lotnictwo;1061;2;false
1272;Modele kartonowe;1061;3;false
16218;Motocykle;1061;4;false
1273;Plany modelarskie;1061;5;false
1065;Pojazdy wojskowe;1061;6;false
1066;Samochody;1061;7;false
1062;Szkutnictwo;1061;8;false
8760;Zdalnie sterowane;1061;9;false
1067;Literatura;1061;10;false
26958;Materiały modelarskie;1061;11;false
8765;Narzędzia modelarskie;1061;12;false
1068;Pozostałe;1061;13;false
3589;skala 1:350 i 1:400;1062;0;false
3588;skala 1:700;1062;1;false
3586;Pozostałe;1062;2;false
3587;Akcesoria;1062;3;false
3601;H0 - 1:87;1063;0;false
3603;N - 1:160;1063;1;false
3602;TT - 1:120;1063;2;false
26923;Inne skale;1063;3;false
3597;Akcesoria;1063;4;false
3599;Budownictwo;1063;5;false
99868;skala 1:144;1064;0;false
99867;skala 1:200;1064;1;false
46003;skala 1:32;1064;2;false
3580;skala 1:48;1064;3;false
3581;skala 1:72;1064;4;false
26947;inne skale;1064;5;false
3584;skala 1:35;1065;0;false
51141;Skala 1:48;1065;1;false
3585;skala 1:72 i 1:76;1065;2;false
3582;Inne skale;1065;3;false
11731;skale do 1:18;1066;0;false
11732;skale 1:19 do 1:25;1066;1;false
11733;skale 1:26 do 1:42;1066;2;false
11734;skala 1:43;1066;3;false
26952;skale 1:44 do 1:59;1066;4;false
26953;skale 1:60 do 1:66;1066;5;false
11736;skale 1:67 do 1:72;1066;6;false
26954;skala 1:87;1066;7;false
26955;Inne skale;1066;8;false
3572;Akcesoria;1066;9;false
26933;Koleje;1067;0;false
3615;Lotnictwo;1067;1;false
3618;Motoryzacja;1067;2;false
3617;Pojazdy wojskowe;1067;3;false
3616;Szkutnictwo;1067;4;false
3614;Literatura ogólna;1067;5;false
16228;Albumy i klasery;1082;0;false
16229;Holdery;1082;1;false
16233;Kapsle i pudełka;1082;2;false
16230;Kuferki i kasety;1082;3;false
16234;Lupy;1082;4;false
16231;Wagi;1082;5;false
16232;Konserwacja;1082;6;false
16235;Pozostałe;1082;7;false
3772;Austro-Węgry;1084;0;false
3769;Niemcy;1084;1;false
3768;Polska;1084;2;false
3773;Rosja i ZSRR;1084;3;false
3774;Pozostałe;1084;4;false
19099;Akcesoria;1114;0;false
19100;Chłodzenie silnika;1114;1;false
19101;Części karoserii;1114;2;false
19103;Oświetlenie;1114;3;false
19104;Silniki i układ napędowy;1114;4;false
19106;Układ elektryczny, zapłon;1114;5;false
19105;Układ hamulcowy;1114;6;false
19107;Układ wydechowy;1114;7;false
19102;Wyposażenie wnętrza;1114;8;false
19108;Zawieszenie i układ kierowniczy;1114;9;false
18902;Pozostałe;1114;10;false
50438;do 1999;1115;0;false
50439;od 2000;1115;1;false
3703;Polska;1116;0;false
3704;Pozostałe;1116;1;false
90173;Akcesoria do akwarium morskiego;1118;0;false
5338;Akwaria i zestawy;1118;1;false
28049;Chemia i nawozy;1118;2;false
90098;Filtry;1118;3;false
90106;Korzenie i ozdoby;1118;4;false
90102;Napowietrzanie;1118;5;false
90103;Odmulacze i czyściki;1118;6;false
90104;Ogrzewanie i temperatura;1118;7;false
90097;Oświetlenie i pokrywy;1118;8;false
90107;Podłoża;1118;9;false
16011;Pokarmy;1118;10;false
5337;Rośliny akwariowe;1118;11;false
28059;Szafki, stoliki i regały;1118;12;false
90108;Technika CO2;1118;13;false
90105;Tła;1118;14;false
5336;Zwierzęta akwariowe;1118;15;false
5341;Pozostałe;1118;16;false
19317;Konektory antenowe;1120;0;false
19315;Samochodowe;1120;1;false
19316;Stacjonarne;1120;2;false
19318;Wzmacniacze antenowe;1120;3;false
19319;Pozostałe;1120;4;false
11916;minerały;1149;0;false
11917;skamieliny;1149;1;false
11918;muszle;1149;2;false
11930;meteoryty;1149;3;false
11919;literatura i akcesoria;1149;4;false
3608;Budownictwo;1272;0;false
99869;Kolej;1272;1;false
3605;Lotnictwo;1272;2;false
3607;Pojazdy wojskowe;1272;3;false
26956;Samochody;1272;4;false
3606;Szkutnictwo;1272;5;false
3604;Pozostałe;1272;6;false
3612;Broń pancerna;1273;0;false
3613;Koleje;1273;1;false
3610;Lotnictwo;1273;2;false
3611;Szkutnictwo;1273;3;false
3609;Pozostałe;1273;4;false
45571;bez dysku;1303;0;false
45572;z dyskiem;1303;1;false
20164;Etui;1306;0;false
20163;Panele;1306;1;false
8990;Kolumny głośnikowe;1320;0;false
14285;Podstawy, stojaki;1320;1;false
14286;Uszkodzone;1320;2;false
5211;Pozostałe;1320;3;false
67168;87 mm;1322;0;false
5166;100 mm;1322;1;false
67169;120 mm;1322;2;false
5167;130 i 135 mm;1322;3;false
5168;160 i 165 mm;1322;4;false
5169;200 mm;1322;5;false
45594;250 mm;1322;6;false
14168;300 mm;1322;7;false
67170;380 mm i większe;1322;8;false
52550;4x6'';1322;9;false
67171;5x7";1322;10;false
5174;6x9'';1322;11;false
5170;Skrzynie basowe i tuby;1322;12;false
5171;Wysokotonowe;1322;13;false
5172;Zestawy głośnikowe;1322;14;false
20162;Elementy zabudowy;1322;15;false
67172;Dystanse;1322;16;false
5173;Pozostałe;1322;17;false
76385;Alkomaty;1328;0;false
8937;Gadżety;1328;1;false
24;Kalkulatory;1328;2;false
14201;Stacje pogody;1328;3;false
14204;Termometry;1328;4;false
14202;Translatory;1328;5;false
1329;Pozostałe;1328;6;false
19286;Akcesoria serwisowe;1333;0;false
19285;Części zamienne;1333;1;false
16190;Polski;1362;0;false
16191;Zagraniczny;1362;1;false
52749;Polska;1364;0;false
52748;Zagraniczna;1364;1;false
1430;Kosmetyki pielęgnacyjne;1429;0;false
45657;Makijaż;1429;1;false
45658;Manicure i pedicure;1429;2;false
135;Perfumy i wody;1429;3;false
253028;Usługi;1429;4;false
1433;Ciało;1430;0;false
1434;Dłonie i stopy;1430;1;false
1431;Golenie i depilacja;1430;2;false
5366;Opalanie;1430;3;false
1436;Pielęgnacja włosów;1430;4;false
1435;Twarz;1430;5;false
1437;Zestawy kosmetyków;1430;6;false
519;Pozostałe;1430;7;false
93126;Dla kobiet;1431;0;false
93127;Dla mężczyzn;1431;1;false
93125;Pozostałe;1431;2;false
5351;Balsamy;1433;0;false
10790;Do biustu;1433;1;false
5352;Kąpiel i prysznic;1433;2;false
90404;Na rozstępy;1433;3;false
144742;Olejki;1433;4;false
90405;Peeling;1433;5;false
9314;Wyszczuplające;1433;6;false
5354;Pozostałe;1433;7;false
93060;Dezodoranty do stóp;1434;0;false
5355;Kremy do rąk;1434;1;false
5356;Kremy do stóp;1434;2;false
93061;Parafina;1434;3;false
5357;Pozostałe;1434;4;false
88999;Dla mężczyzn;1435;0;false
